Query,Response,language,intent,Response_DE,Response_TA
எனது கணக்கு வகையில் மாற்றத்தை எவ்வாறு கோர முடியும்?,"To request a change in your account, contact a branch to discuss the customer service or discuss the available options and needs.",ta,unknown,,"உங்கள் கணக்கு வகையில் மாற்றத்தைக் கோர, வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள் அல்லது கிடைக்கக்கூடிய விருப்பங்கள் மற்றும் தேவைகளைப் பற்றி விவாதிக்க ஒரு கிளையைப் பார்வையிடவும்."
talk to you later,Sad to see you go :(,en,goodbye,"Traurig zu sehen, dass du gehst :(",நீங்கள் செல்வதைக் கண்டு வருத்தமாக இருக்கிறது :(
Wie kann ich meine Kontoinformationen überprüfen?,Check your account information by registering in your online banking account or registering customer service to receive support.,de,unknown,"Überprüfen Sie Ihre Kontoinformationen, indem Sie sich in Ihrem Online -Banking -Konto anmelden oder den Kundendienst anmelden, um Unterstützung zu erhalten.",
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 9.9%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 9,9%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 9.9%ஆகும்.
Can I update my personal information online?,"Yes, you can update your personal information such as address or phone number by logging into your online banking account and accessing the 'Profile' section.",en,unknown,"Ja, Sie können Ihre persönlichen Daten wie Adresse oder Telefonnummer aktualisieren, indem Sie sich in Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Profil"" zugreifen.","ஆம், உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'சுயவிவரம்' பகுதியை அணுகுவதன் மூலம் முகவரி அல்லது தொலைபேசி எண் போன்ற உங்கள் தனிப்பட்ட தகவல்களை புதுப்பிக்கலாம்."
எனது கணக்கு இருப்பை எவ்வாறு சரிபார்க்க முடியும்?,You can check your account presence by logging in to our online banking portal or mobile app.You can also check your presence in the ATM.,ta,unknown,,எங்கள் ஆன்லைன் வங்கி போர்டல் அல்லது மொபைல் பயன்பாட்டில் உள்நுழைவதன் மூலம் உங்கள் கணக்கு இருப்பை சரிபார்க்கலாம். ஏடிஎம்மில் உங்கள் இருப்பையும் சரிபார்க்கலாம்.
What is the interest rate for a personal loan?,The current interest rate for a personal loan is 10.0%.,en,loan_info,"Der aktuelle Zinssatz für ein persönliches Darlehen beträgt 10,0%.",தனிப்பட்ட கடனுக்கான தற்போதைய வட்டி விகிதம் 10.0%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 12.1%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 12,1%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 12.1%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 14.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 14,7%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 14.7%ஆகும்.
What is the interest rate for a education loan?,The current interest rate for a education loan is 7.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Bildungsdarlehen beträgt 7,7%.",கல்வி கடனுக்கான தற்போதைய வட்டி விகிதம் 7.7%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 15.9%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 15,9%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 15.9%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 8.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 8,0%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 8.0%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 5.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 5,9%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 5.9%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 7.0%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 7,0%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 7.0%ஆகும்.
What is the interest rate for a venture loan?,The current interest rate for a venture loan is 15.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Risikokredit beträgt 15,0%.",துணிகர கடனுக்கான தற்போதைய வட்டி விகிதம் 15.0%ஆகும்.
Can I access my account through a phone call?,Most account services are available through phone support. Contact customer service for assistance with your account over the phone.,en,unknown,"Die meisten Kontodienste sind über den Telefonsupport verfügbar.Wenden Sie sich an den Kundendienst, um Unterstützung mit Ihrem Konto über das Telefon zu erhalten.",பெரும்பாலான கணக்கு சேவைகள் தொலைபேசி ஆதரவு மூலம் கிடைக்கின்றன.தொலைபேசியில் உங்கள் கணக்கில் உதவிக்கு வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 9.7%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 9,7%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 9.7%ஆகும்.
