Query,Response,language,intent
எனது கணக்கு வரலாற்றின் நகலைப் பெற முடியுமா?,"ஆம், உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'கணக்கு செயல்பாடு' பிரிவு மூலம் தகவல்களைக் கோருவதன் மூலம் உங்கள் கணக்கு வரலாற்றின் நகலைப் பெறலாம்.",ta,unknown
How do I apply for a credit card?,"To apply for a credit card, visit our website and complete the online application form or visit a branch to apply in person.",en,unknown
Computer engineering?,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
பட்ஜெட்டில் நான் உதவி பெற முடியுமா?,"ஆம், நாங்கள் பட்ஜெட் உதவி மற்றும் நிதி திட்டமிடல் சேவைகளை வழங்குகிறோம். எங்கள் ஆலோசகர்களில் ஒருவருடன் ஆலோசனையைத் திட்டமிட தயவுசெய்து எங்களை தொடர்பு கொள்ளவும்.",ta,unknown
எனது ஆன்லைன் வங்கி கடவுச்சொல்லை மறந்துவிட்டால் நான் என்ன செய்ய வேண்டும்?,உள்நுழைவு பக்கத்தில் உள்ள வழிமுறைகளைப் பின்பற்றுவதன் மூலம் அல்லது உதவிக்காக வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் உங்கள் ஆன்லைன் வங்கி கடவுச்சொல்லை மீட்டமைக்கவும்.,ta,unknown
building size,My College has total 2 floors ,en,floors
branches available at your college?,"Our university offers Information Technology, computer Engineering, Mechanical engineering,Chemical engineering, Civil engineering and extc Engineering.",en,course
சரிபார்ப்பு கணக்கை வைத்திருப்பதன் நன்மைகள் என்ன?,"கணக்குகளைச் சரிபார்ப்பது நிதிகளை எளிதாக அணுகுவது, நேரடி வைப்பு மற்றும் சோதனை எழுதுதல் போன்ற அம்சங்களை வழங்குகிறது. மேலும் விவரங்களுக்கு எங்கள் கணக்கு விருப்பங்களை மதிப்பாய்வு செய்யவும்.",ta,unknown
What should I do if I receive a suspicious call claiming to be from the bank?,Do not provide any personal information. Hang up and contact customer service using our official phone number to verify the call's legitimacy.,en,unknown
exam dates,"Here is the Academic Calendar  <a target=""_blank"" href=""YOUR ACADEMIC CALENDER"">website</a>",en,sem
Can I set up a recurring transfer between my accounts?,"Yes, you can set up a recurring transfer by logging into your online banking account and scheduling the transfer under 'Transfer Funds.'",en,unknown
How can I get financial advice for retirement planning?,Contact our retirement planning advisors to schedule a meeting and get personalized financial advice for your retirement planning needs.,en,unknown
Where is computer HOD,All engineering departments have only one hod XYZ who available on (PLACE NAME),en,computerhod
உங்கள் சேவைகளைப் பற்றி சொல்லுங்கள்,"உலகெங்கிலும் உள்ள 5 நகரங்களில் கிளைகளை வைத்திருக்கும் சர்வதேச வங்கியை நாங்கள் வழிநடத்துகிறோம். நாங்கள் சேமிப்புக் கணக்கு, நடப்புக் கணக்கு, கடன்கள் மற்றும் கிரெடிட் கார்டுகளை வழங்குகிறோம்.",ta,unknown
நீங்கள் பயணக் காப்பீட்டை வழங்குகிறீர்களா?,"ஆம், நாங்கள் பயணக் காப்பீட்டை வழங்குகிறோம். பயண காப்பீட்டு விருப்பங்கள் குறித்த கூடுதல் தகவலுக்கு எங்கள் வலைத்தளத்தைப் பார்வையிடவும் அல்லது வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளவும்.",ta,unknown
How can I open a new bank account?,"To open a new bank account, visit our website and click on 'Open Account' or visit any of our branches with your identification documents.",en,unknown
is ragging done here,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
Wie kann ich einen Autokredit beantragen?,"Beantragen Sie einen Autokredit, indem Sie unsere Website besuchen, um die Online -Bewerbung abzuschließen, oder eine Filiale besuchen, um Ihre Optionen mit einem Kreditsachen zu besprechen.",de,unknown
scholarship for IT engineering,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
Wie ändere ich meine Kontoeinstellungen?,"Ändern Sie Ihre Kontoeinstellungen, indem Sie sich in Ihrem Online -Banking -Konto anmelden und zum Abschnitt ""Einstellungen"" navigieren.",de,unknown
what is college timing,College is open 8am-5pm Monday-Saturday!,en,hours
is college open on saturday,College is open 8am-5pm Monday-Saturday!,en,hours
மோசடி பரிவர்த்தனைகளைக் கையாள உங்கள் நடைமுறைகள் என்ன?,மோசடி பரிவர்த்தனைகளைக் கையாள்வதற்கான நடைமுறைகள் எங்கள் இணையதளத்தில் விவரிக்கப்பட்டுள்ளன. நீங்கள் மோசடியை சந்தேகித்தால் உடனடியாக வாடிக்கையாளர் சேவையைத் தொடர்பு கொள்ளுங்கள்.,ta,unknown
Library books information,"There is one huge and spacious library.timings are 8am to 6pm and for more visit <a target=""blank"" href=""ADD LIBRARY DETAIL LINK"">here</a>",en,library
How do I manage my account alerts?,Manage your account alerts by logging into your online banking account and accessing the 'Alerts' section to customize your notifications.,en,unknown
